,Tweet,Emotion
2727,Culoarea 🎨 este una dintre cele mai importante caracteristici a tot ceea ce ne înconjoară . Inspiră -te din stilul unic marocan și adu bucurie și dinamism în casa ta .   mozaic amenajari placiceramice   encaustictiles,Bucurie
2728,Reteta zilei : Cornuri cu carne,Neutru
2729,ALARMANT ! Numărul infectate cu noul coronavirus de la o zi la alta în Moldova -,Frica
2730,"“ Ăștia te iubesc in vorbe , da ’ te înțeapă -n fapte ”",Bucurie
2731,Decoratiuni lucrate manual pentru energie pozitiva in fiecare casa   on,Bucurie
2732,Off the record : Alecsandri mi- a devenit extrem de   simpatic din 2 motive : 1 . Seria Chiritei este o “ razbunare ” la refuzul unei mari familii boieresti de a- i da fata de nevasta . 2.I -a invatat pe junimisti sa bea stiintific .,Bucurie
2733,"Însă nu au reușit să distrugă spiritul evreiesc .   Astăzi , 80 de ani mai târziu , privim cu mâhnire spre trecut , dar și cu speranță și vigilență spre viitor . Este de datoria noastră să prevenim răspândirea antisemitismului , a rasismului , a xenofobiei .",Tristete
2734,"  legit tremur de emotie . oricum , pierzi/castigi luptator te numesti",Frica
2735,"Un vas de croazieră , blocat după ce a fost respins de 5 țări de teama coronavirusului",Frica
2736,"   Eu am iesit , m- am spalat cu inversunare , chiar daca n- ajunsese flegma cocalarului la mine , se balaceau linistiti , in continuare ! Eu NU puteam fi violent , avusesem accesul restrictionat vreo doi ani pt . Un cap dat unui sulica",Furie
2737,Lansarea NASA SpaceX a reusit : Capsula Crew Dragon a fost lansata spre Statia Spatiala Internationala   ( Video ),Neutru
2738,Te pup sărbători fericite si un an nou fericit,Bucurie
2739,O zi plină   de bunatate Alberto 🙂,Bucurie
2740,"    Buna ziua ,   Ursu Andrei ma numesc si ieri am stat si m- am uitat la live -ul tau 3 ore pentru ca nu am cu cine sa ma joc Amang as . As dori o invitatie pe acel server cu voi pentru a nu mai fi trist si a participa la o comuni",Tristete
2741,Bun asa . La cât mai mulți ! 👍,Bucurie
2742,Da ce cacat am zis asa de v ati ofensat toate,Furie
2743,", femeia care suferă de o boală rară , are nevoie urgent de un transplant de ficat  ",Tristete
2744,"  😃 😃 😃 Nu ! Că de obicei îs că un proton . Dar tot îmi doresc oameni competenți și mai ales la putere , zău !",Bucurie
2745,"  M- am speriat ! Am crezut că zici de mine . Că mai devreme mă făcea unul simpatică ... Și , doamne iartă -mă , că n- am făcut nimic la nici unul . 😂",Frica
2746,De ce oare eu am stat azi ca deprimata in casa când sa ies bă frate ! Dar nu am avut cu cine ........ 😕 🙃 🧐,Tristete
2747,„ S -a trecut deja de linia roșie ” . a declarat că în Belarus a început un război terorist,Frica
2748,Situație f neplăcută pt ea,Tristete
2749,Toti sunteti la fel ! Vai si amar de acest popor pe ce maini a ajuns !,Tristete
2750,Tricouri bărbați,Neutru
2751,"  IDK HIS ADDRESS am glumit ca urăsc si ca sper ca toți sa devina gay si a fost extrem de ofensat ? ? si a justificat ca si colo a glumit când a zis ceea ce a zis , COAIE NU II ÎNȚELEG ABSOLUT DELOC",Furie
2752,"de la Kiev sunt turbaţi de furie . Mesaj ameninţător pentru Lucescu , însoţit de o poză cu un tramvai",Furie
2753,"Sunt ofensat , oprimat , marginalizat   …",Furie
2754,"lui : ” Sunt mâhnit ! La meciul cu CFR , n- a fost de acord cu un moment de reculegere pentru Costel ”",Tristete
2755,"Muzica tristă suscită sentimente parțial pozitive , și în primul rând nostalgia , urmată de o ușurare , pace interioară , tandrețe , melancolie , bună dispoziție . Aceste emoții se combină cu tristețea și permit atenuarea ei , evacuarea acesteia și crearea unui spațiu de moment .   ❤ ️",Tristete
2756,"✼ Cinofobia -frica de caini ; -aceasta fobie este deseori asociata cu anumite experiente personale , precum posibilitatea de a fi fost muscat de un caine in copilarie . ✼ Astrafobia -frica de tunete si fulgere ; -cunoscuta si ca Brontofobia , Tonitrofobia sau Ceraunofobia .",Frica
2757,O experienta neplacuta la Hotel Piatra Mare in Poiana Brasov articol 2review,Tristete
2758,": „ Ce chin , ce dor , ce   jale ”",Tristete
2759,"CFR Cluj a debutat în grupele Europa League cu o victorie în deplasare , 2-0 cu ŢSKA Sofia  ",Neutru
2760,omg multumesc mult sunt putin panicat ca nu am facut mai nimic asta 😔,Frica
2761,FOTO Fostul Liceu Pedagogic în ruină – Imaginile care au îndurerat mii de dascăli sibieni,Tristete
2762,"Am fost torturat și mâhnit și am fost abuzat și agresat de chinezi , ceea ce m- a făcut să fiu rănit frecvent .   Te rog să mă ghidezi la Templul Roman !",Tristete
2763,Sucul   este lichidul conținut în substanțele vegetale și care poate fi extras prin presare sau stoarcere . Termenul se poate de asemenea referi la băuturile răcoritoare special preparate din sucul unor fructe sau din substanțe sintetice .,Neutru
2764,"   semnez 100% dar am un resentiment : suntem condamnati de conducatori sa fi "" slugile "" Occidentului ! Va fi precum 300 de . Daca vrei iti povestesc cum se fac banii din paduri",Furie
2765,"   Fi-miu al mic isi roade unghiile de emotie , cand are vreun examen greu sau stie ca are o prezentare . E constient , i- am luat jucarii din alea de anxietate . Cu fiecare prezentare , examen trecut , e mai puternic . Cel mare a fost exact la fel",Frica
2766,sunt timida + urasc sa vobresc cu + mi- e rusine sa vorbesc cu,Frica
2767,Semnal de alarmă în Hunedoara . 27 de noi cazuri de infectare cu coronavirus . Se așteaptă rezultatele altor zeci de teste coronavirus Hunedoara,Frica
2768,Sarkozy încă tremură ! ! Ar putea fi unicul francez judecat în tribunal și condamnat la 10 ani închisoare ! ! Nu -l mai scapă ca în dosarul precedent ? Campania electorală cu 300 mil euro doar minciună ? ?,Frica
2769,"La multi ani ,   Sa va dea Dumnezeu sanatate si veselie !",Bucurie
2770,"Da ' , zici că manelele te zgârie pe urechi , da ' a mâncat cineva mușcând din furculiță lângă tine ?",Neutru
2771,"Analize Personale : EUROPA CONTEMPORANĂ : UNITATE , DIVERSITATE , INTEGRARE .",Neutru
2772,"   ajung la laptop după ce culc , facem să fie frumos",Neutru
2773,"  Eu cred că ceri prea mult la proștii johannis pnl .. ! ! Păi de unde bani ? ? De la UE ? ? De banii ăia și- au luat adio , deja .. ha , ha .. ! ! Le dau 31 de miliarde de euro pe ... proiecte . ai de Crețu urla că psd nu are proiecte .pnl",Furie
2774,INSP - semnal de alarmă cu privire la evoluţia epidemiei de COVID-19,Frica
2775,"Incendiul de la "" Matei Bals "" . care a alarmat pompierii spune ca au explodat niste tuburi de oxigen",Frica
2776,Accident groaznic în Bihor : O femeie de 32 de ani a murit lovită de TIR în parcarea restaurantului ...,Frica
2777,Oribil ! Ce demență a ajuns omenirea !,Frica
2778,lui : Angajații se plâng că îi plătește prost   prin,Tristete
2779,"   Săptămâna trecută am făcut munca de detectiv . M- am chinuit să dau de urma unui coleg care a apucat să spună spital și AVC , apoi n- a mai răspuns nimeni la tel 5 zile . Ultima postare pe Fbk era de pe pârtie , la Straja ! Nu �",Tristete
2780,"Plouă , plouă , plouă vreme de beție, ... ce melancolie .",Tristete
2781,si alt tip de barbati peste 37 ?,Neutru
2782,"vorbește despre libertate la Festivalul de Literatură „ Conrad ” de la Cracovia , cel mai mare eveniment literar internațional din Polonia . Proiect în parteneriat cu ICR Varșovia .  ",Neutru
2783,"a aruncat cuvinte grele PSD -ului și a lansat scenarii alarmiste în direct , la TV .",Frica
2784,"Confruntată cu un nou virus , China a limitat libertățile cetatenilor . au folosit informații eronate pentru a construi modele eronate . s- au bazat pe aceste modele . li s- a închis gura . Presa a răspândit spaima și lumea s- a panicat .",Frica
2785,TOP 5 produse indispensabile intr- o bucatarie,Neutru
2786,"  Depinde de gusturi . Daca o vrei cu un gust neutru o faci cu alcool alimentar pe care il potrivesti cu apa . Daca preferi gustul discret de votca sau tuica , o faci cu votca sau tuica ... e dupa gusturile fiecaruia .",Neutru
2787,"Dispozitive ale Poliției Rutiere , la Dârste !   brasov eveniment",Neutru
2788,Număr alarmant de cazuri de Covid în regiunea transnistreană . Câți au fost testați pozitiv în Chișinău și raioane,Frica
2789,„ nu mai am lacrimi să mai plâng și nici putere să mă urlu de durere ”,Tristete
2790,"“ Ofertele ” romanesti aproape mereu ascund surprize , neplacute din pacate !",Tristete
2791,"  Deci el care a avut o atitudine agresivă , aproape dorea să îl bată pe arbitru are coșmaruri ? Celălat i- a țipat efectiv omului în față , în timp ce îl înconjurau . Și la finalul zilei ei sunt cei traumatizați ?",Furie
2792,Ceasurile 21 trecute fix 🕰 tre să fie acuma pe la Titu ...,Neutru
2793,Depărtare - Melancolie de toamnă - - - poezii   prin,Tristete
2794,este localizat in vecinatatea Bibliotecii Nationale a Romaniei,Neutru
2795,O misiune comună lansată de NASA şi Agenţia Spaţială Europeană ( ESA ) a obţinut cele mai detaliate fotografii ale Soarelui făcute vreodată .,Neutru
2796,"Fostul prefect al județului Suceava , , în vârstă de 73de ani , a fost implicat într- un tragic accident rutier .    Impactul a fost foarte puternic , pietonul decedând pe loc . a fost testat cu aparatul etilotest , rezultatul fiind negativ .  ",Tristete
2797,"Scandal la Suceava , unde un aflat într- o stare gravă a fost plimbat o zi întreagă între spitale – deoarece nu a fost în unitățile spitalicești . Asistenta de pe ambulanță care l- a însoțit s- a revoltat , s- a luptat efectiv pentru ” pacientul ei ” .",Furie
2798,"FOTO , varianta spaniolă » Pozele topless postate de i- au dus fanii în extaz : „ Femeia perfectă ”",Bucurie
2799,Destul de neplăcut ! Sanatate !,Tristete
2800,A dormit trei luni într- un aeroport de frica coronavirusului . Americanul a reuşit să intre şi în zona de securitate fără să fie observat,Frica
2801,VIDEO . Reacția familiei în ziua celui mai așteptat proces al anului ! Strigăte de durere în fața lui,Tristete
2802,Culorile hainelor pe care le porți îți reflectă caracterul . Episodul 7 : GALBENUL -,Neutru
2803,Ce frustrat ești,Furie
2804,"    sclavia a fost un eveniment oribil pe care trebuie sa îl ținem minte mereu , este tragic și dezgustator și mereu o sa fie important indiferent de trecerea timpului . avortul este un drept fundamental pe car",Frica
2805,Ai dreptate .   Dar vezi City-Leeds ... unde e dreptatea in fotbal .,Neutru
2806,😳 😳 ce agresivă,Furie
2807,21.00 – O noapte furtunoasa ( 1943 ) / Digi 24,Neutru
2808,"  Cu drag , mereu ! Succes în toate . Sănătate !",Bucurie
2809,Groaznic ce s- a întâmplat la spitalul din Neamt . După tragedia Colectiv și Giulești - seara aceasta trebuia să fie cel mult un scenariu pentru a pune la punct proceduri . Din păcate e real - din nou .,Frica
2810,Eu as vorbi cu sa vad daca mai sunt locuri libere pe Marte,Neutru
2811,Compania Moderna a inceput pregatirile pentru distribuirea vaccinului anti-COVID . Camioanele duc dozele in peste 3.700 de din Statele Unite,Neutru
2812,"   Stai , "" polițai "" s- a folosit ca termen neutru pe vremuri în loc de "" polițist "" ?",Neutru
2813,"  o durere in cur de viata , un amuzament al jocului de , un pic inocenta , un pic golanie ... sa nu mai zic de , ca ma inchide Tw pentru abuz :)",Bucurie
2814,"Prea târziu , prea puțin , deja nu -mi mai pasă . După ce ai făcut zeci de mii de liberali pe bune ” putiniști ” pentru că pun întrebări - acum vii cu din astea ? . Gata . , muie PNL , alegeri libere . Acum !",Furie
2815,E o mulțumire adusă trupului și spiritului! 😇 și eu adorm rapid după ce mă premiez cu ceva dulce ..,Bucurie
2816,"   Exact . Ideea ar fi ca Bernie e un simplu , modest si simpatic . Ca parintii si bunicii nostri , de la care primim de obicei manusi de- alea crosetate . De aici mai e un pas pentru creier pana la : pot sa am incredere in , imi vre",Bucurie
2817,"  "" Unde nu este durere … nu este nici întristare și nici suspin """,Tristete
2818,"Observația care m- a băgat în depresie : "" Eram fericiți , dar nu știam ! "" ( un spaniol despre epoca ante corona virus ) .",Tristete
2819,"Le mulțumim noștri de la   pentru că ne- au făcut ziua mai frumoasă și ne- au trimis în dar , zâmbete colorate :) Ne bucurăm mult că i- am cunoscut și am reușit să fim alături de și de lor fantastici . Vă dorim o primăvară voioasă!SchimbaLumeaCuPasiMici",Bucurie
2820,"Nu renunța în fața eșecului ! Un proverb plin de înțelepciune spune : "" Secretul succesului : cazi de șapte ori și te ridici de opt "" . Concluzia , perseverează ! succes proverb optimism cariera speranta   quotes citate citatemotivationale citatecelebre   recruiting recruitment",Bucurie
2821,"  Prima dată când l- am atacat pe acest jeg arafat că fiind o slugă sionistă , mi- au sărit în cap "" "" deștepții "" "" României .. ! ! Cum să critic pe care a înființat smurd . In fapt proștii nu stiu că , nu el a înființat smurd ,",Furie
2822,"  Asa e , sub soare e suficient loc pt toti . Vremurile pot fi prielnice pt multe , dar ar trebui sa ti le cenzureze , un pic , bunul simt ... Feministele scuipa venin , ameninta cu si n- au sa se arate in pielea goala in public ,",Furie
2823,"Video : Imagini de coşmar ! Localităţi înghiţite de ape , după o ploaie torenţială",Frica
2824,"  🤣 🤣 🤣 🤣 Off ... Nu știu exact ce implică chestia aia ... 🤭 , dar eu mă simt satisfăcută când va fac câte o farsă . 😂 😂 😂 😂",Bucurie
2825,murate pentru iarnă – secretul murăturilor pe care trebuie să -l ştie oricine,Neutru
2826,"Nu -i jenă să recunoști că nu ce înseamnă un cuvânt . Mai nasol e să nu , să nu te intereseze și să rămâi prost .",Tristete
2827,... cunosc sentimentul ... f neplacut ! Somn usor 🤗,Tristete
2828,""" după aproape 5 luni , eu încă stau și sufăr pentru tine , măcar știu că tu ești fericită , da ' nu uita că te aștept acasă -n pula mea ... """,Tristete
2829,"care dă atâta dragoste , bucurie și o mie de emoții ... sufletul meu dulce , unic și minunat , .   Ea este iubire ușoară și curată pentru mine . abbeyleekershaw abbeylee love myeverything soulmate magic",Bucurie
2830,", mâhnit de divorțul săi . Ce mesaj emoționant a avut pentru Pepe și Raluca : “ Regret că s- a ajuns aici ” ...",Tristete
2831,Iar m- or apucat pandaliile de astă dată rău   prin,Furie
2832,"   Nu e mișto nici ca turist . Eu nu mai pot ignora jegul , primitivismul , animalele chinuite și țeparii omniprezenți aici . Vacanțele mi le fac în Europa de nevoie , ca să -mi păstrez o minimă sănătate mintală .",Tristete
