text,Ad1,Ad2,Ad3,sum_labels,agreed_labels,percentual_labels,labels_numbers
"VIDEO Senatoarea AUR <|PROPN|> sustine ca a facut aroganta suprema la <|PROPN|>: ""Mi-am dat masca jos in fata lui <|PROPN|>. <|PROPN|>-ul a inlemnit"" <|URL|> …","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0.33, 0.66, 0.33, 0]",[5]
"care are și aproape a paralizat. Iar jumătatea și- a găsit o nouă jumătate, o versiune de- a mea cu 12 ani mai tânără. M- a cuprins așa o depresie și zona zoster de 2 ori și m- am plictisit eu <|PROPN|> ","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Am avut o broasca în birou azi dimineață. Păcat că am fobie, altfel cine știe, eram în tărâmul "" a fost odată ca niciodată "" acum.","[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 2, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]","[0, 0.33, 0.66, 0, 0, 0, 0.33]",[3]
Este aproape noiembrie și lumea nu se plânge că ne îngroapă magazinele în beteală. Sunt dezamăgit de-a dreptul.,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[3, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0.33, 0, 0, 0]",[1]
"Razboiul cu <|PROPN|> a dovedit ca <|PROPN|> este ""hotarat sa se apere"", avertizeaza ayatollahul <|PROPN|> ","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0.33, 0, 0.66, 0, 0]",[5]
"Accident teribil în Capitală! Un pieton <|PROPN|> LA <|PROPN|>, după ce a fost lovit de o maşină (VIDEO)-","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[2, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0.33, 0, 0.33, 0, 0]",[1]
Wow … evoluează românii!,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",[2]
Mai degrabă grandomanie ieftină. Pentru intimidare au cefele late de la jandarmi. Oricum ăștia sunt mai mulți decât armata.,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0.33, 0.66, 0.33, 0, 0]",[4]
"Cica ar fi bune de mancat, am gustat greieri, au gust de nuci.. ar putea face un ban gramada","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 3, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0.33]",[5]
"Iubiți-vă soții cât timp sunt cu voi, căci atunci când nu mai sunt,golul lăsat nu îl veți mai putea umple cu nimeni și nimic.Ce nu pretuim la timp, este pierdut pt totdeauna.... Intelegerea <|PROPN|> iubirea <|PROPN|>, restul <|PROPN|> nt resturi...","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
frate cand ascult to <|PROPN|> beat nu pot efectiv sa trec de partea soptita adica iubesc cantecul in intregime jur dar intro-ul se simte asa de scurt si dupa ce se termina dau melodia de la inceput pentru ca vreau sa il aud din nou nu ma satur de el de ce sunt asa,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0, 0.66]",[7]
SALATĂ CU <|PROPN|> ŞI <|PROPN|> FIERTE,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
m- am uitat oleacă la știrile franceze m- am deprimat <|PROPN|> ,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Sa ne explice si noua ce anume a facut ea ca <|PROPN|> , la ce initiative legislative a luat parte, a propus sau a facut lobby. Singura experienta este de ' fata lu ' <|PROPN|> ' si exprimari nefericite.","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
", în extaz după calificarea în semifinale! <|PROPN|> şi <|PROPN|> , contracte pe viaţă la <|PROPN|> . Gest superb făcut de brazilian","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"O societate bazată pe teroare şi neîncredere, un fel de puşcărie.","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 2, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 0.66, 0.33, 0, 0, 0]",[3]
Rapsodul <|PROPN|> este în doliu. I- a murit tatăl,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
Noi cercetări scot la iveală informații uimitoare despre coronavirus!,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0]","[0, 3, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0.33, 0]",[2]
și- a schimbat și și- a pus o nouă locație ( <|PROPN|> Zero)-(Aproape de Zero ) Se referă la zero <|PROPN|> ?,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
Mărturiile dureroase ale rudelor pacienților de la “ <|PROPN|> ” despre ce s- a întâmplat în această dimineață...,"[1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 1, 0, 0]","[0.66, 0, 0, 0, 0.66, 0, 0]","[1, 5]"
"Cele 2 luni de "" urgență "" au fost groaznice. De- acuma încep lunile de "" alertă "", care se anunță absurde.","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 1, 0, 0, 0, 0]",[3]
"adica iată cum asistăm la un ” linșaj mediatic ” live... el singur, la măsuță, cu un pahar de apă, în cămașă, iar presa aruncându-i lături în cap de la 3 metri, numai pentru că a vrut să își salveze copilul... ce","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0]","[2, 0, 1, 3, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0.66, 0, 0.33, 1, 0, 0, 0]","[1, 4]"
Mă simt așa ofensat că ai 2/3 single-uri de pe aici iar al treilea e <|PROPN|> ,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
Nu știe decât ce-i e scris în fișa postului: subversiune și demoralizare?,"[0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0.33, 0, 0.66, 0.33, 0, 0]",[4]
murate pentru iarnă – secretul murăturilor pe care trebuie să-l ştie oricine,"[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0.33, 0]",[5]
sa te deloghezi pe tf si sa intrii pe laptop?,"[0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 1, 0, 0]",[5]
Sunt îndurerat 🤫,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
Genul programului: neutru,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
Nu suport cei care vin și <|PROPN|> ataca aiurea când eu îmi văd de treaba mea. Nici nu deschideam discuția asta dacă nu eram atacată ptr istoria care o apar și care ne- a fost furată. Când m- am aparat ce ai făcut? Tu te- ai supărat pe,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
Ion Chicu: Mâine vin la Parlament. Contez pe responsabilitarea <|PROPN|>  Sandu,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]",[6]
urasc 😔 ajunsul la o stabilitate profesionala si financiara pare imposibil acum,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0.33, 0, 0, 0]",[1]
Îngrijorare în primele zile ale lunii Mai – crește semnificativ numărul de infectări cu   coronavirus,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0.33, 0, 0]",[3]
"Imi pare rău, cea mai mare durere pentru o mamă 😔 😔 😔 <|PROPN|> ","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"Revolta unei mame pe condițiile dezastruoase din spitalul din <|PROPN|>, unde stă cu copilul său: „Mi-a ajuns cuțitul la os!” <|URL|> ","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0, 0, 1, 0, 0, 0]",[4]
Cum se alungă plictiseala din Parlament...,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
extraordinar spectacol pe roți! 😊😊 #romaniiautalent,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0, 0.66]",[7]
"CREȘTE ALARMANT NUMĂRUL INFECTĂRILOR CU <|PROPN|> :, din nou, numarul","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 1, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0.33, 1, 0, 0, 0, 0]",[3]
Sunt încântat,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"Opinia consumatorilor: CEZ – cel mai verde, prompt și competent brand din domeniul energiei <|URL|> …","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
sunt foarte deprimat,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
Soluţie pentru deşeurile vegetale ale orădenilor: saci de unică folosință de la <|PROPN|> Vest,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0.33, 0.66, 0, 0]",[5]
este efectiv perfecta mai ales după sun <|PROPN|> ,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0, 0.66]",[7]
"5 titluri <|PROPN|>, 18 selecții în <|PROPN|> All star, <|PROPN|>-ul anului 2008, peste <|URL|> de puncte marcate, numărul 24 pt totdeauna al echipei <|PROPN|>. Se împlinește un an fără <|PROPN|>. <|PROPN|> ","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
vine în 2021 și va fi cel mai ieftin smartphone <|PROPN|> al companiei sud-coreene,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Am primit lumina, am mâncat cozonac și ouă, acum ce mai e de făcut?","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
Am publicat rezultatul nostru <|PROPN|> pentru ora 10:30! Puteti vedea rezultatul in acest sondaj creat de echipa <|PROPN|> 24!,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Daca ar fi putut cineva miza anul acesta pe absenteism ca principal candidat, cu siguranta ca ar fi castigat alegerile locale <|PROPN|>! Le multumesc celor care au participat la micul sondaj efectuat aici!:) Analiza completa a situatiei...","[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0.33, 0, 0, 0.33, 0.33, 0, 0.66]",[7]
O dronă ridicată pe şantierul Drumului Expres <|PROPN|> a surprins un jaf. Reacţia hoţilor şi a Poliţiei VIDEO,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0, 0.33]",[5]
Atac terorist în <|PROPN|> : anunță mai mulți. Cel puţin un mort şi 15 răniţi-,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[1, 1, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0.33, 1, 0, 0, 0, 0]",[3]
Drama sfâșietoare a unui aflat pe patul de spital. S- a chinuit până în ultima clipă. Strigătul de disperare al   familiei,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0]","[3, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0.33, 0.33, 0, 0, 0]",[1]
putin doar si m a bagat in depresie chiar daca au fost doar 5 games,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
"Au terminat de asfaltat, dar statiunea este dezolant de goala.","[1, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0.33, 0, 0, 0, 0, 0]",[1]
"La 1 ianuarie 2021, Marea <|PROPN|> va introduce un sistem global de imigrare bazat pe puncte, prin care își propune să atragă migranți în funcție de competențe, și nu de naționalitate. Iată cum va arăta acesta, din informațiile disponibile la acest moment.","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
ai cerut una tristă și ți am dat 😔,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
"al <|PROPN|> ului german,, ” profund îngrijorat ” de consecinţele epidemiei Covid-19 asupra economiei, s- a sinucis, a anunţat duminică <|PROPN|> ,. <|PROPN|> ","[1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[2, 1, 2, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0.66, 0.33, 0.66, 0, 0, 0, 0]","[1, 3]"
Oribil! Ce demență a ajuns omenirea!,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0.33, 0, 0, 0]",[1]
(sondaj) <|PROPN|> și Maia <|PROPN|> - politicenii în care moldovenii au cea mai mare încredere. Cine se mai regăsește în listă,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]",[6]
"Daca scria laude la adresa medicilor sau despre COVID-19, <|PROPN|> credeai? Sa inteleg ca tot ce NU se aliniaza propagandei,deranjeaza?Nu te obliga nimeni sa dai crezare,da?Nici sa citesti... E doar un articol de presa,adus la <|PROPN|> ","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
"Ai dreptate, sunt doar foarte demoralizată acum și spun lucruri la nervi","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[2, 0, 0, 2, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0.66, 0, 0, 0.66, 0, 0, 0]","[1, 4]"
"Hai, cut <|PROPN|> crap,, ia nu mai dati voi vina pe <|PROPN|> pentru scaderea economica- sunteti ca puricele ala care se scuza ca el a fost si bolnav intr- o confruntare cu elefantul! 🤣 🤣 🤣 DacaPortiMascaScapaDragnea","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
O nouă ediție a concursului internațional de Interpretare Pianistică „ Clara <|PROPN|> ” muzica cultura,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Oana Bulai: „Siguranță, stabilitate, predictibilitate! De acestea avem nevoie în vremuri grele”","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 3, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0.33, 0]",[5]
Aw pot să aleg un cuvânt de acolo? o să consider că mi- ai spus că sunt desfătător,"[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0.66, 0, 0.66]","[5, 7]"
Primarul Capitalei: Chișinăul este în prag de catastrofă ecologică,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0.33, 0, 0]",[3]
"O fetita de 9 luni a murit intr-un teribil accident rutier dupa ce tatal acesteia a ignorat indicatorul ""Stop""","[1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0.33, 0, 0, 0, 0, 0]",[1]
"Nă ziua nea <|PROPN|> , încântat!","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0, 0.66]",[7]
Mda... Parca e mai mult de plans. 🤦 🏼‍ <|PROPN|> uite unde sunt banii nostri.... La dracu cu ei. ca imi fac nervi degeaba 🙄,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[2, 0, 0, 3, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0.66, 0, 0, 1, 0, 0, 0]","[1, 4]"
Plantusin-aliatul meu de nadejde impotriva racelii si gripei sezoniere!,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
Nici 10 campanii publicitare plătite de guvern nu vor spăla imaginile astea.,"[0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0.33, 0, 1, 0, 0, 0]",[4]
"Dr. <|PROPN|>, despre criza din <|PROPN|>: Va fi o catastrofă de proporții dacă nu schimbăm nimic relevant și vin sărbatorile peste aceeași transmisie comunitară...","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[1, 0, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 1, 0, 0, 0, 0]",[3]
"Așe-i, doară că <|PROPN|> ar prefera să dea crezare, chiar dac-ar fi de-a moaca...","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
